,contentsid,title,roadaddress,tag,introduction,latitude,longitude,contentscd.label,phoneno,repPhoto.photoid.imgpath,repPhoto.photoid.thumbnailpath,인기점수,tag_len,popular_tag,len
1889,CNTS_000000000020795,미라클게스트하우스,제주특별자치도 제주시 서해안로 346-9,"['휴식', '숙소', '게스트하우스', '자연경관', '바비큐', '조식 포함', '자전거대여점', '매점']",제주공항 근처에 위치한 펜션과 호텔,33.509594,126.482,숙박,010-7113-2626,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3e206137-ecb8-49a2-83a8-116baa65c524.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/51ca01c6-f241-4d26-bb14-d2e359ee1f82.gif,2779.0,37,"게스트하우스,숙소,휴식,바비큐,조식 포함,자연경관",27
1728,CNTS_000000000021305,거드락지민박,제주특별자치도 제주시 한림읍 한림로 350,"['숙소', '민박', '농어촌민박', '협재해수욕장', '힐링쉼터', '힐링', '교통']",단 둘만을 위한 소라집,33.394478,126.241394,숙박,010-4704-0425,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8d3094f5-b1c3-4da4-883b-e27521120e2f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c71bacd8-fa12-4fc5-8404-2c9ff85a5991.jpg,2770.0,29,"민박,숙소,힐링,힐링쉼터,농어촌민박,교통",22
2648,CNTS_000000000022092,늘푸른 게스트하우스,제주특별자치도 서귀포시 대정읍 하모백사로 29,"['숙소', '게스트하우스', '공공와이파이존', '교통', '해수욕장', '독채', '단체여행객', '온돌방']",해모 해변 인근에 위치한 펜션,33.21422,126.25916,숙박,010-5049-4910,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/654f45ca-047d-4a61-a9c5-7ec36e2bd4c1.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/91c07f60-b90d-4421-a031-af3d66e5e090.png,2748.0,38,"온돌방,게스트하우스,숙소,해수욕장,교통,단체여행객,독채,공공와이파이존",38
3359,CNTS_000000000021474,브라운캐빈,제주특별자치도 제주시 애월읍 소길남길 190-40,"['숙소', '바비큐', '공공와이파이존', '독채', '펜션', '휴양펜션']",애월의 작은 숲속 펜션,33.41548,126.37527,숙박,010-5054-9822,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/aa8a570d-60c7-478b-9dcb-c2152a6c0990.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f363d238-e198-4010-b84a-dafe1c36ec58.jpg,2748.0,25,"숙소,펜션,휴양펜션,바비큐,독채,공공와이파이존",25
1569,CONT_000000000501088,킴스캐빈,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 88-54,"['휴식', '게스트하우스', '가족', '반려동물보호소', '공공와이파이존', '교통', '민박', '온돌방']",성산일출봉 근처 조용한 게스트하우스,33.4744091,126.8870595,숙박,064-783-5026,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ecb856b0-1ade-44f0-95ac-5a4132f67fff.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/49cd59aa-7e94-41a2-bf4e-c0e8adab21f4.jpg,2736.0,38,"온돌방,민박,게스트하우스,휴식,가족,교통,공공와이파이존",30
1962,CNTS_000000000018165,엠버호텔 센트럴,제주특별자치도 제주시 노연로 24,"['호텔', '숙소', '4성급호텔', '공공와이파이존', '비즈니스센터', '양식레스토랑', '주차장', '환전', '관광호텔']",공항에서 5분거리 품격있고 편안한 아름다운 휴식처,33.4859312,126.4828144,숙박,064-747-0771,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f9965a57-6388-4a1d-b3c5-998fd864fe18.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b5c298ff-9f82-4d8e-9170-a159c3c1d434.gif,2736.0,45,"호텔,숙소,양식레스토랑,주차장,공공와이파이존,관광호텔",29
653,CNTS_200000000007311,제주파인비치카라반,제주특별자치도 서귀포시 남원읍 태위로 976-10,"['야영장', '캠핑장', '숙소', '캠핑', '바비큐', '공공와이파이존', '온돌방', '언택트']"," 야자수와 잔디정원, 바다가 어우러져 이국적인 제주를 느낄 수 있는 캠핑장. ",33.2922889,126.7393618,숙박,064-764-2918,https://api.cdn.visitjeju.net/photomng/imgpath/201807/30/81fa4f6b-8102-4413-960e-03f694a9cd6f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/30/e1a82190-365e-42e8-905e-b555b41e3864.jpg,2730.0,33,"온돌방,숙소,바비큐,공공와이파이존",18
2092,CONT_000000000501028,제주금산펜션,제주특별자치도 제주시 애월읍 납읍로2길 40,"['펜션', '숙소', '휴양펜션', '민박', '일반숙박', '공공와이파이존', '정원', '독채']",제주 올레 15코스 중간지점의 최대 경관인 납읍리 금산공원 앞에 위치한 펜션형 민박,33.432343,126.33806,숙박,064-799-0400,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/de9cded9-a052-43e4-a285-302701a9d3fb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f277fe24-2c82-49fd-9300-6915851feeff.jpg,2728.0,32,"민박,숙소,정원,펜션,휴양펜션,독채,공공와이파이존",27
77,CNTS_000000000019363,제주엔펜션,제주특별자치도 서귀포시 대정읍 노을해안로 614,"['휴식', '숙소', '휴양펜션', '펜션', '가족', '해수욕장', '공공와이파이존', '자연경관']",연인들이 꿈과 사랑을 간직하고 가는 곳 설레임 가득한 펜션,33.2695742,126.1779554,숙박,010-9916-9301,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/57d60cfa-b929-44f8-8fce-266393bf0a5a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c18a31f0-a0eb-4d1e-83a2-8dd772674ec9.jpg,2726.0,34,"숙소,휴식,펜션,휴양펜션,가족,해수욕장,자연경관,공공와이파이존",34
1937,CNTS_200000000008625,슬로우리제주 민박,제주특별자치도 제주시 애월읍 엄수로 77,"['숙소', '민박', '농어촌민박', '주차장', '공공와이파이존', '마을관광', '올레']",애월에  위치한 독채 민박집. ,33.469773,126.3822308,숙박,010-5730-8977,https://api.cdn.visitjeju.net/photomng/imgpath/201904/29/9739f0cc-12a0-4e32-8d4d-fd8cc6817ca7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201904/29/1e278317-6536-4527-8fe0-6e563840bbfe.jpg,2723.0,31,"민박,숙소,주차장,농어촌민박,공공와이파이존",23
2001,CNTS_000000000022636,오션그랜드호텔 (함덕),제주특별자치도 제주시 조천읍 조함해안로 490,"['호텔', '숙소', '오션뷰호텔', '카페', '온돌방', '비즈니스센터', '연회장', '관광호텔', '안전여행스탬프']",함덕해수욕장과 서우봉이 내려다 보이는 관광1급호텔,33.54256,126.66524,숙박,064-783-0007,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/c170d38f-588d-4608-9ec0-dd9a32a2fcc1.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/15d2f934-d647-4129-9c31-4aabe57c02b9.jpg,2720.0,42,"온돌방,호텔,숙소,카페,관광호텔",17
53,CNTS_000000000019385,더아름다운펜션,제주특별자치도 서귀포시 일주서로 632,"['휴식', '숙소', '휴양펜션', '펜션', '서귀포', '주차장', '단체여행객', '중문관광단지', '정원']",서귀포의 편안하고 분위기 좋은 콘도형 펜션,33.2538393,126.4420593,숙박,064-738-8788,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3df6aa75-2048-4760-bd19-ddbf99c659b4.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fcc24f5c-6422-4b83-8ca1-08a6ffe867f8.jpg,2716.0,37,"숙소,휴식,정원,펜션,휴양펜션,주차장,단체여행객",26
1500,CONT_000000000500783,감비나무,제주특별자치도 제주시 구좌읍 일주동로 2970,"['휴식', '숙소', '휴양펜션', '펜션', '조식 포함', '카페', '공공와이파이존', '정원', '물품보관서비스', '주차장', '무장애여행']",클래식음악과 북카페를 겸비한 펜션,33.5294932,126.8385257,숙박,010-7174-1964,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7e8028bb-2525-4627-9eb7-986062e0b557.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/1b496875-03b3-430a-bf69-edb294d54ba0.jpg,2714.0,51,"숙소,휴식,정원,펜션,휴양펜션,카페,조식 포함,물품보관서비스,주차장,공공와이파이존",45
1716,CNTS_000000000022137,민준채,제주특별자치도 제주시 한림읍 월령3길 27-5,"['휴식/힐링', '숙소', '휴양펜션', '펜션', '단체여행객', '수영장', '바비큐', '공공와이파이존', '해수욕장', '독채', '수상레저', '노래방', '스파', '스파밸리(온천)']",3층의 고급 주택을 단독으로 이용하실 수 있는 독채형 펜션,33.377766,126.21604,숙박,010-2019-7876,https://api.cdn.visitjeju.net/photomng/imgpath/202110/26/435c6bdc-b2b4-437f-8ba3-4bcbd963d0a8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/26/7b07e585-9a3c-4b27-89ea-8b7fe8280f91.jpg,2709.0,67,"숙소,수상레저,펜션,휴양펜션,바비큐,해수욕장,수영장,단체여행객,독채,공공와이파이존",45
2084,CNTS_000000000021168,오누게스트하우스,제주특별자치도 제주시 애월읍 애월로2길 7,"['휴식', '숙소', '게스트하우스', '주차장', '수영장', '바비큐', '공공와이파이존', '해수욕장']",소등이 없는 게스트하우스,33.46286,126.31414,숙박,010-5234-3614,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/45402319-3756-41cb-830c-1d2f2d94a294.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f75b04ba-5d02-4c1a-b38c-85b707d1fa9e.jpg,2708.0,37,"게스트하우스,숙소,휴식,바비큐,주차장,해수욕장,수영장,공공와이파이존",37
2565,CONT_000000000500777,가름게스트하우스,제주특별자치도 서귀포시 법환하로9번길 10,"['휴식', '게스트하우스', '숙소', '조식 포함', '공공와이파이존', '해변', '자연경관', '정원', '주차장', '카페']",여행이라는 또 하나의 공동체가 시작하는 곳,33.2365318,126.5124066,숙박,064-739-4499,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5a002759-d68f-4182-80c3-7dee0792c498.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5d6b77e1-8ccf-47d5-89bf-03409b14ff15.jpg,2708.0,44,"게스트하우스,숙소,휴식,정원,주차장,조식 포함,해변,자연경관,카페,공공와이파이존",44
2337,CONT_000000000501111,하얀도화지,제주특별자치도 서귀포시 하예로44번길 1,"['휴식', '숙소', '민박', '게스트하우스', '주차장', '공공와이파이존', '독채', '단체여행객', '자연경관', '해변']",서귀포시 중문권 전객실 바다전망 가능하며 화초가 많은 민박집,33.2452784,126.3892422,숙박,064-738-3269,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/88d30656-3d52-4e78-9f78-49d2f6c4ffda.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4fb74a8c-55de-4b53-ae52-68586f1d8b89.jpg,2702.0,44,"민박,게스트하우스,숙소,휴식,주차장,해변,자연경관,단체여행객,독채,공공와이파이존",44
3214,CONT_000000000500886,바다드림,제주특별자치도 제주시 어영길 18-9,"['민박', '숙소', '펜션', '휴양펜션', '해수욕장', '바비큐', '계곡', '정원']",제주공항 근처 바다가 보이는 바다드림 펜션,33.5181481,126.4949383,숙박,064-744-7094,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a22ea260-d548-4349-b257-c1ca44b9521e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8e8620bd-eb8b-443a-9633-61b940d81750.jpg,2700.0,28,"민박,숙소,정원,펜션,휴양펜션,바비큐,해수욕장",25
3322,CNTS_000000000019179,토마토하우스,제주특별자치도 서귀포시 성산읍 성산등용로 96-7,"['펜션', '숙소', '휴양펜션', '공공와이파이존', '해변', '가족', '온돌방', '단체여행객', '바비큐', '독채', '갯벌체험학습장', '물품보관서비스', '주차장', '교통']","성산일출봉, 섭지코지 등 볼거리와 성산항 수산시장, 잠수함, 낚시배 등의 체험관광을 도보 5분 거리에서 즐길 수 있는 곳",33.4698532,126.9305924,숙박,064-784-2214,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/867dbafe-6a62-45ea-82bf-f17d442ce57b.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0bc7b715-5cc6-4df0-8764-edc836b4e0c1.gif,2696.0,64,"온돌방,숙소,펜션,휴양펜션,바비큐,가족,주차장,해변,물품보관서비스,교통,단체여행객,독채,공공와이파이존",56
1135,CNTS_000000000021137,스테이지게스트하우스,제주특별자치도 제주시 구좌읍 해맞이해안로 2361,"['휴식', '숙소', '게스트하우스', '자연경관', '바비큐', '조식 포함', '레저/체험']","푸른 바다, 새로운 사람들과의 특별한 추억을 만들다",33.49031,126.91084,숙박,010-6701-2464,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d4c1dcd0-124e-4629-8577-e5daaadc0424.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/78be2d29-3486-4279-822f-ee7623e99503.jpg,2690.0,33,"게스트하우스,숙소,휴식,바비큐,조식 포함,자연경관",27
4160,CNTS_000000000022145,쁘띠제주빅터펜션,제주특별자치도 제주시 서해안로 340,"['숙소', '휴양펜션', '펜션', '해수욕장', '공공와이파이존', '바비큐', '단체여행객', '온돌방', '수상레저']",쁘띠제주빅터펜션은 도두 해안도로에서 신상 객실과 오션뷰 바베큐를 즐길 수 있는 펜션입니다.,33.51009,126.48142,숙박,010-9349-8153,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e3acba46-7cce-4e57-92d5-babeb122fe81.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8d681f99-018a-4b16-a781-8065642e16eb.png,2664.0,42,"온돌방,숙소,수상레저,펜션,휴양펜션,바비큐,해수욕장,단체여행객,공공와이파이존",42
1566,CNTS_000000000021484,종달스토리,제주특별자치도 제주시 구좌읍 종달논길 61-7,"['숙소', '조식 포함', '독채', '온돌방', '공공와이파이존', '게스트하우스']",즐거움과 휴식이 있는 게스트 하우스,33.49175,126.90021,숙박,010-2144-3412,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/46d7313d-1177-48b4-a9e1-fb9d1e2a47c5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6362af92-d946-4570-bcce-b73c0e75ac1d.jpg,2656.0,30,"온돌방,게스트하우스,숙소,조식 포함,독채,공공와이파이존",30
36,CONT_000000000500879,미르빌펜션,제주특별자치도 서귀포시 안덕면 사계로114번길 87,"['펜션', '휴양펜션', '리조트', '독채', '주차장', '일반숙박', '바비큐', '수영장', '골프', '편의시설', '카페']",자연과 함께하는 휴양형펜션 & 리조트,33.2460023,126.3060521,숙박,064-792-2918,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/db1ce618-484a-4060-a2e1-2e937081a22a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3d9fc491-3f25-45c4-8c63-bdfae6d0a220.jpg,2650.0,42,"펜션,휴양펜션,바비큐,주차장,카페,수영장,독채,리조트",29
3144,CNTS_000000000019235,유러하우스,제주특별자치도 서귀포시 막숙포로 136,"['펜션', '숙소', '휴양펜션', '바비큐', '단체여행객', '낚시', '자연경관', '해변', '해수욕장', '편의시설', '조식']","빨간지붕, 하얀건물, 테라스가 그림같은 곳",33.2318082,126.50878,숙박,064-739-2522,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2a8cd153-efc9-4867-a0b2-0eba206503d6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/74987390-6f56-4288-9b6a-db03666a7530.jpg,2648.0,44,"숙소,조식,펜션,휴양펜션,바비큐,해변,자연경관,해수욕장,단체여행객",36
1592,CNTS_200000000007911,헌치 게스트하우스,제주특별자치도 제주시 구좌읍 비자림로 1627 (송당리) 제주 오석심 공예 명장관,"['구좌', '게스트하우스', '안전인증민박', '숙소', '카페', '온돌방', '바비큐', '공공와이파이존', '해수욕장', '체험']",비자림 숲 옆에 위치해 있는 게스트하우스. 한지 공예 상설 전시장과 카페가 마련되어 있어 자연과 문화를 모두 즐길 수 있다.,33.4561819,126.7673413,숙박,010-3304-1667,https://api.cdn.visitjeju.net/photomng/imgpath/201811/19/94927700-19d5-4943-a3f8-3a6bb4cadc43.jpeg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201811/19/ed63289a-0f21-457e-a3cc-5b4004d8080f.jpeg,2640.0,46,"온돌방,체험,게스트하우스,숙소,안전인증민박,바비큐,카페,해수욕장,공공와이파이존",43
2074,CNTS_000000000021483,아모르하우스,제주특별자치도 제주시 구좌읍 해맞이해안로 2060-18,"['휴식', '숙소', '펜션', '휴양펜션', '바비큐', '공공와이파이존', '수상레저', '독채', '온돌방', '단체여행객', '체험', '해수욕장']","다양한 체험과 편안함을 한번에, 아모르하우스",33.50878,126.90189,숙박,064-783-1111,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a8e9c7ea-40fc-4c1e-b48d-9fb29cbb81a0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5f20df80-2caa-4bea-a80d-3a11c2aff6de.jpg,2640.0,51,"온돌방,체험,숙소,휴식,수상레저,펜션,휴양펜션,바비큐,해수욕장,단체여행객,독채,공공와이파이존",51
34,CNTS_000000000019591,에이지하우스,제주특별자치도 서귀포시 표선면 돈오름로23번길 36-46,"['휴식', '숙소', '휴양펜션', '펜션', '독채', '자연경관', '체험', '바비큐', '공공와이파이존', '주차장', '감귤']",세화리에 위치한 친환경 목조 건축물 펜션,33.3357594,126.8060933,숙박,064-787-7768,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3791cb19-bdd5-4bbc-82b3-441ebd2a62a3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6684eee3-3d8b-4af0-a5b4-f86ffa812184.jpg,2634.0,43,"체험,숙소,휴식,펜션,휴양펜션,바비큐,주차장,자연경관,독채,공공와이파이존",40
1469,CNTS_000000000018270,제주프렌즈펜션,제주특별자치도 제주시 한경면 판포2길 35,"['펜션', '숙소', '휴양펜션', '조식 포함', '해수욕장', '바비큐', '자연경관']",바다가 보이는 그림같이 예쁜 집,33.3614954,126.2008492,숙박,064-772-2620,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6631bae6-964c-4b33-afe1-48e854a46d11.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/88e8acf8-648b-4c97-879e-10c99c0a44a6.jpg,2628.0,30,"숙소,펜션,휴양펜션,바비큐,조식 포함,해수욕장,자연경관",30
1549,CNTS_000000000021208,하늘을달리다,제주특별자치도 제주시 구좌읍 문주란로5길 25,"['휴식', '숙소', '민박', '농어촌민박', '주차장', '공공와이파이존']",예스러움이 돋보이는 정겨운 민박,33.520878,126.88717,숙박,070-4125-1445,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/cae5711a-0933-4bb7-b405-66b263bc340e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f62560e2-c2ad-495e-b890-385b04dc7fda.jpg,2626.0,26,"민박,숙소,휴식,주차장,농어촌민박,공공와이파이존",26
3360,CNTS_000000000022550,엘쯔타운펜션,제주특별자치도 제주시 애월읍 유수암평화길 136,"['펜션', '숙소', '휴양펜션', '공공와이파이존', '독채', '단체여행객', '문화관광']",숲에 둘러싸인 신축펜션,33.409441,126.4118394,숙박,-747-9300,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d013cee0-4b31-42d2-98cd-c7f43e0e6fcc.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/11f50ce6-5c23-4c18-a9ef-40cc5b031280.jpg,2622.0,32,"숙소,펜션,휴양펜션,단체여행객,독채,공공와이파이존",27
2342,CONT_000000000500977,여행스케치,제주특별자치도 서귀포시 일주서로 694,"['숙박', '펜션', '휴양펜션', '가족', '공공와이파이존', '중문관광단지', '해수욕장']",중문관광단지 인근 가족같은 분위기의 깨끗하고 저렴한 펜션,33.2555333,126.4360843,숙박,064-738-8250,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/976704c3-1303-4ec2-b178-498eae90dd3d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/bb49e7d9-bc80-449e-8f45-7436d2a613ec.jpg,2614.0,33,"펜션,휴양펜션,가족,해수욕장,공공와이파이존",23
1823,CNTS_000000000019276,제주비치펜션,제주특별자치도 제주시 애월읍 애월해안로 384-12,"['휴식', '숙소', '휴양펜션', '펜션', '주차장', '해수욕장', '자연경관', '바비큐', '해변', '해안도로']",전 객실이 제주의 바다와 노을을 한눈에 볼 수 있는 구조도 되어 있는 곳,33.471894,126.3495201,숙박,064-799-9910,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/45f54b05-1fb8-4aa3-b94c-bee0298ec8cc.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fa4ab624-ea6d-42c2-8e86-50bf6e392ad9.jpg,2610.0,39,"숙소,휴식,펜션,휴양펜션,바비큐,주차장,해수욕장,자연경관,해변,해안도로",39
159,CNTS_000000000022172,휘슬락호텔,제주특별자치도 제주시 서부두2길 26,"['호텔', '숙소', '오션뷰호텔', '공공와이파이존', '수영장', '주차장', '양식레스토랑', '조식 포함']",신비로운 제주의 바다가 한 폭의 그림으로 기억되는 호텔,33.5173865,126.5275849,숙박,064-795-7000,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d2432986-1308-4755-8eea-6ad8ebdbf793.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/47915447-10a3-4864-8181-680f67e84180.jpg,2608.0,40,"호텔,숙소,양식레스토랑,주차장,조식 포함,수영장,공공와이파이존",34
1202,CONT_000000000501092,파더하우스,제주특별자치도 제주시 애월읍 고하상로 88,"['휴식', '숙소', '펜션', '휴양펜션', '바비큐', '일반숙박', '노래방', '공공와이파이존', '해수욕장']",제주도 애월읍 하가리 마을 안에 위치한 아늑한 숙소,33.457288,126.3466068,숙박,064-799-4949,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7e34bdff-a88c-473b-840c-0abd81c60f73.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f9c03c16-63b6-46da-a8d7-f7c2216b86f9.jpg,2606.0,39,"숙소,휴식,펜션,휴양펜션,바비큐,해수욕장,공공와이파이존",30
2541,CNTS_200000000008958,켄싱턴리조트 서귀포,제주특별자치도 서귀포시 이어도로 684 (켄싱턴리조트),"['부모', '친구', '커플', '아이', '휴식', '리조트', '숙소', '공공와이파이존', '수영장', '주차장']",아름다운 자연경관을 가진 제주 서귀포 지역에 위치한 리조트,33.2335718,126.489375,숙박,064-739-9001,https://api.cdn.visitjeju.net/photomng/imgpath/201907/23/150828f9-439e-4a3e-ad77-73b24307523e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201907/23/40216361-f0dd-4238-a1a4-93bdf0bb72c5.jpg,2604.0,37,"숙소,휴식,주차장,수영장,리조트,공공와이파이존",25
2655,CNTS_000000000000571,꿀잠자리,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 14,"['펜션', '숙소', '게스트하우스', '조식 포함', '공공와이파이존', '민박', '휴양펜션', '주차장', '식당']",모슬포항 내 위치한 게스트하우스,33.218124,126.25096,숙박,070-8881-1400,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b8b2b646-caf5-490b-a9a9-917def5a3d3b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0fbc75e7-66a3-41df-87a8-8ef76d63d2f3.jpg,2596.0,41,"민박,게스트하우스,숙소,펜션,휴양펜션,주차장,조식 포함,공공와이파이존",38
1030,CNTS_000000000018164,제주펄관광호텔,제주특별자치도 제주시 신대로20길 49,"['호텔', '숙소', '공공와이파이존', '교통', '양식레스토랑', '주차장', '관광호텔']",제주시에 위치한 관광호텔,33.483475,126.491264,숙박,064-742-8871,https://api.cdn.visitjeju.net/photomng/imgpath/201904/22/9e2a9d28-574b-4762-a2d3-a5e69bdd2a42.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201904/22/b6ff3f16-635e-408b-a40d-3325ebaf8ebc.jpg,2593.0,32,"호텔,숙소,양식레스토랑,주차장,교통,공공와이파이존,관광호텔",32
2343,CONT_000000000500768,cafe말/개스트하우스 말,제주특별자치도 서귀포시 이어도로 450,"['휴식', '게스트하우스', '민박', '반려동물보호소', '조식', '카페']",반려동물 동반 가능한 게스트하우스,33.2416538,126.4670387,숙박,064-738-9397,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fa36cd01-bc27-4b18-9698-ec5677c7674b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/38f29a50-84a0-486a-892e-68ede708f814.jpg,2592.0,26,"민박,게스트하우스,휴식,조식,카페",18
2537,CNTS_000000000018686,하늘조각,제주특별자치도 서귀포시 안덕면 사계북로 75,"['펜션', '숙소', '휴양펜션', '바비큐', '공공와이파이존', '가족', '온돌방', '정자', '체험', '마을산책', '해변', '해수욕장', '수상레저', '자연경관']","자연, 조형미가 함께하는 편안함과 휴식, 그리고 즐거움을 위한 모든 것이 마련된 곳입니다. 그 어디에서도 없었던 특별한 시간 하늘정원에서 경험해 보시기 바랍니다.",33.235546,126.2959547,숙박,064-792-6161,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5cae7e17-e0f1-49e0-90ba-7e3ecd3b9e28.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6bd2906b-57e7-4165-9af5-807ece6e9f42.jpg,2584.0,58,"온돌방,체험,숙소,수상레저,펜션,휴양펜션,바비큐,가족,해변,해수욕장,자연경관,공공와이파이존",50
2551,CNTS_000000000018114,랑주호텔,제주특별자치도 서귀포시 김정문화로27번길 23-3,"['호텔', '숙소', '게스트하우스', '가족호텔', '관광호텔', '주차장']",서귀포에 위치하고 범섬이 한 눈에 볼 수 있는 호텔,33.2539345,126.5080217,숙박,064-739-0012,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6df2bb82-604a-41c3-a506-a48ec17140cd.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/daf50e74-5495-4d60-990d-d6ad389808f9.jpg,2581.0,26,"호텔,게스트하우스,숙소,가족호텔,주차장,관광호텔",26
1505,CONT_000000000500854,레프트핸더 게스트하우스,제주특별자치도 제주시 구좌읍 상도북2길 17-12,"['게스트하우스', '숙소', '독채', '민박', '반려동물보호소', '해수욕장', '공공와이파이존', '조식 포함']",구좌에 위치하며 평등을 추구하는 게스트하우스,33.52012,126.86496,숙박,010-4110-0943,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/dada1735-0b55-496d-9a7e-2cdc05d2457b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/804371a8-4b4f-4021-8179-a6e37df797c2.jpg,2567.0,42,"민박,게스트하우스,숙소,조식 포함,해수욕장,독채,공공와이파이존",34
2362,CONT_000000000501044,제주별바람,제주특별자치도 제주시 한림읍 한림해안로 500,"['휴식', '숙소', '펜션', '휴양펜션', '주차장', '바비큐', '공공와이파이존']",제주한림해안로에 위치한 곳으로 전객실 바다전망이 가능한 펜션형민박,33.434667,126.2725769,숙박,064-796-0123,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7563e063-8aad-4ab8-bfe0-35bad586ad5a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/59003d64-3652-48d6-bb75-100a504ca148.jpg,2564.0,29,"숙소,휴식,펜션,휴양펜션,바비큐,주차장,공공와이파이존",29
